Enron_new,2,default,HAD,val,AUC,1.0
Enron_new,2,default,SIGMOID,val,AUC,0.888888888889
Enron_new,2,default,HAD,test,AUC,0.87
Enron_new,2,default,SIGMOID,test,AUC,0.86
Enron_new,3,default,HAD,val,AUC,1.0
Enron_new,3,default,SIGMOID,val,AUC,0.875
Enron_new,3,default,HAD,test,AUC,0.8125
Enron_new,3,default,SIGMOID,test,AUC,0.868055555556
Enron_new,2,default,HAD,val,AUC,1.0
Enron_new,2,default,SIGMOID,val,AUC,0.888888888889
Enron_new,2,default,HAD,test,AUC,0.87
Enron_new,2,default,SIGMOID,test,AUC,0.86
Enron_new,3,default,HAD,val,AUC,1.0
Enron_new,3,default,SIGMOID,val,AUC,0.875
Enron_new,3,default,HAD,test,AUC,0.8125
Enron_new,3,default,SIGMOID,test,AUC,0.868055555556
Enron_new,4,default,HAD,val,AUC,0.666666666667
Enron_new,4,default,SIGMOID,val,AUC,0.555555555556
Enron_new,4,default,HAD,test,AUC,0.858725761773
Enron_new,4,default,SIGMOID,test,AUC,0.80055401662
Enron_new,5,default,HAD,val,AUC,1.0
Enron_new,5,default,SIGMOID,val,AUC,0.95041322314
Enron_new,5,default,HAD,test,AUC,0.883379247016
Enron_new,5,default,SIGMOID,test,AUC,0.903581267218
Enron_new,6,default,HAD,val,AUC,0.946666666667
Enron_new,6,default,SIGMOID,val,AUC,0.946666666667
Enron_new,6,default,HAD,test,AUC,0.777882797732
Enron_new,6,default,SIGMOID,test,AUC,0.798676748582
Enron_new,7,default,HAD,val,AUC,0.902892561983
Enron_new,7,default,SIGMOID,val,AUC,0.900826446281
Enron_new,7,default,HAD,test,AUC,0.815549120071
Enron_new,7,default,SIGMOID,test,AUC,0.795500111383
Enron_new,8,default,HAD,val,AUC,0.844907407407
Enron_new,8,default,SIGMOID,val,AUC,0.844907407407
Enron_new,8,default,HAD,test,AUC,0.855366941015
Enron_new,8,default,SIGMOID,test,AUC,0.849965706447
Enron_new,9,default,HAD,val,AUC,0.851279000595
Enron_new,9,default,SIGMOID,val,AUC,0.845925044616
Enron_new,9,default,HAD,test,AUC,0.861788617886
Enron_new,9,default,SIGMOID,test,AUC,0.861656421442
Enron_new,10,default,HAD,val,AUC,0.883786848073
Enron_new,10,default,SIGMOID,val,AUC,0.878117913832
Enron_new,10,default,HAD,test,AUC,0.88777977556
Enron_new,10,default,SIGMOID,test,AUC,0.893111786224
